,gene_name,protein_name
3940,Fcan01_02247,OXA62565
3941,Fcan01_02467,OXA62605
3942,Fcan01_02469,OXA62607
3943,Fcan01_01288,OXA62617
3944,Fcan01_03412,OXA62620
3945,Fcan01_01704,OXA62628
3946,Fcan01_01706,OXA62630
3947,Fcan01_02954,OXA62636
3948,Fcan01_01708,OXA62637
3949,Fcan01_02703,OXA62641
3950,Fcan01_02707,OXA62645
3951,Fcan01_03896,OXA62649
3952,Fcan01_03279,OXA62660
3953,Fcan01_03273,OXA62662
3954,Fcan01_03276,OXA62665
3955,Fcan01_03274,OXA62667
3956,Fcan01_01123,OXA62676
3957,Fcan01_01129,OXA62678
3958,Fcan01_00290,OXA62685
3959,Fcan01_00747,OXA62694
3960,Fcan01_00749,OXA62698
3961,Fcan01_01917,OXA62704
3962,Fcan01_01916,OXA62705
3963,Fcan01_01910,OXA62707
3964,Fcan01_02134,OXA62728
3965,Fcan01_00885,OXA62738
3966,Fcan01_02953,OXA62746
3967,Fcan01_02957,OXA62749
3968,Fcan01_01375,OXA62752
3969,Fcan01_01377,OXA62754
3970,Fcan01_01376,OXA62755
3971,Fcan01_03147,OXA62765
3972,Fcan01_03140,OXA62766
3973,Fcan01_03141,OXA62767
3974,Fcan01_03142,OXA62768
3975,Fcan01_03492,OXA62773
3976,Fcan01_03495,OXA62780
3977,Fcan01_03498,OXA62781
3978,Fcan01_02363,OXA62783
3979,Fcan01_02361,OXA62785
3980,Fcan01_02365,OXA62789
3981,Fcan01_03969,OXA62794
3982,Fcan01_03966,OXA62796
3983,Fcan01_03964,OXA62798
3984,Fcan01_03965,OXA62799
3985,Fcan01_00434,OXA62803
3986,Fcan01_00432,OXA62808
3987,Fcan01_02501,OXA62811
3988,Fcan01_02507,OXA62813
3989,Fcan01_02509,OXA62817
3990,Fcan01_02508,OXA62818
3991,Fcan01_03756,OXA62820
3992,Fcan01_04016,OXA62834
3993,Fcan01_04011,OXA62839
3994,Fcan01_01623,OXA62843
3995,Fcan01_01621,OXA62845
3996,Fcan01_01042,OXA62870
3997,Fcan01_00392,OXA62877
3998,Fcan01_00399,OXA62884
3999,Fcan01_01811,OXA62896
4000,Fcan01_01812,OXA62897
4001,Fcan01_01813,OXA62898
4002,Fcan01_01817,OXA62901
4003,Fcan01_01818,OXA62902
4004,Fcan01_02678,OXA62906
4005,Fcan01_02677,OXA62909
4006,Fcan01_02893,OXA62916
4007,Fcan01_01236,OXA62930
4008,Fcan01_02858,OXA62936
4009,Fcan01_02854,OXA62938
4010,Fcan01_02583,OXA62942
4011,Fcan01_02582,OXA62943
4012,Fcan01_02587,OXA62946
4013,Fcan01_03067,OXA62949
4014,Fcan01_03061,OXA62955
4015,Fcan01_03069,OXA62957
4016,Fcan01_03710,OXA62959
4017,Fcan01_00574,OXA62974
4018,Fcan01_03567,OXA62992
4019,Fcan01_03564,OXA62993
4020,Fcan01_03560,OXA62997
4021,Fcan01_03561,OXA62998
4022,Fcan01_02216,OXA63002
4023,Fcan01_02215,OXA63003
4024,Fcan01_01890,OXA63011
4025,Fcan01_03341,OXA63028
4026,Fcan01_00921,OXA63033
4027,Fcan01_02494,OXA63047
4028,Fcan01_00489,OXA63055
4029,Fcan01_02732,OXA63066
4030,Fcan01_02089,OXA63081
4031,Fcan01_00731,OXA63097
4032,Fcan01_01924,OXA63102
4033,Fcan01_01926,OXA63104
4034,Fcan01_01927,OXA63105
4035,Fcan01_01920,OXA63106
4036,Fcan01_01922,OXA63108
4037,Fcan01_03656,OXA63117
4038,Fcan01_02296,OXA63122
4039,Fcan01_02293,OXA63125
4040,Fcan01_02299,OXA63129
4041,Fcan01_03956,OXA63131
4042,Fcan01_03955,OXA63132
4043,Fcan01_03954,OXA63133
4044,Fcan01_00632,OXA63141
4045,Fcan01_02901,OXA63156
4046,Fcan01_01342,OXA63166
4047,Fcan01_03196,OXA63173
4048,Fcan01_03447,OXA63186
4049,Fcan01_03446,OXA63187
4050,Fcan01_00188,OXA63197
4051,Fcan01_02313,OXA63201
4052,Fcan01_02317,OXA63205
4053,Fcan01_01751,OXA63212
4054,Fcan01_01754,OXA63217
4055,Fcan01_03224,OXA63230
4056,Fcan01_02573,OXA63233
4057,Fcan01_02576,OXA63236
4058,Fcan01_01173,OXA63242
4059,Fcan01_01175,OXA63248
4060,Fcan01_03764,OXA63252
4061,Fcan01_03760,OXA63256
4062,Fcan01_00224,OXA63260
4063,Fcan01_02162,OXA63273
4064,Fcan01_02169,OXA63278
4065,Fcan01_02985,OXA63288
4066,Fcan01_02980,OXA63293
4067,Fcan01_00859,OXA63304
4068,Fcan01_01845,OXA63320
4069,Fcan01_01840,OXA63324
4070,Fcan01_02853,OXA63326
4071,Fcan01_03117,OXA63334
4072,Fcan01_02644,OXA63338
4073,Fcan01_02649,OXA63347
4074,Fcan01_02393,OXA63349
4075,Fcan01_02391,OXA63351
4076,Fcan01_01265,OXA63372
4077,Fcan01_02861,OXA63382
4078,Fcan01_02057,OXA63399
4079,Fcan01_02056,OXA63400
4080,Fcan01_02052,OXA63404
4081,Fcan01_01652,OXA63411
4082,Fcan01_01651,OXA63414
4083,Fcan01_03874,OXA63419
4084,Fcan01_03876,OXA63421
4085,Fcan01_03870,OXA63423
4086,Fcan01_03871,OXA63424
4087,Fcan01_03846,OXA63436
4088,Fcan01_01037,OXA63448
4089,Fcan01_01034,OXA63449
4090,Fcan01_01039,OXA63456
4091,Fcan01_03686,OXA63460
4092,Fcan01_03685,OXA63461
4093,Fcan01_03682,OXA63464
4094,Fcan01_03681,OXA63465
4095,Fcan01_03680,OXA63466
4096,Fcan01_00340,OXA63474
4097,Fcan01_03535,OXA63477
4098,Fcan01_03534,OXA63478
4099,Fcan01_03537,OXA63479
4100,Fcan01_03315,OXA63493
4101,Fcan01_03317,OXA63495
4102,Fcan01_03319,OXA63502
4103,Fcan01_00952,OXA63504
4104,Fcan01_00956,OXA63508
4105,Fcan01_00955,OXA63510
4106,Fcan01_03010,OXA63529
4107,Fcan01_03011,OXA63530
4108,Fcan01_02767,OXA63533
4109,Fcan01_02764,OXA63536
4110,Fcan01_02768,OXA63542
4111,Fcan01_01182,OXA63545
4112,Fcan01_03605,OXA63566
4113,Fcan01_03603,OXA63568
4114,Fcan01_02268,OXA63574
4115,Fcan01_02269,OXA63575
4116,Fcan01_02264,OXA63578
4117,Fcan01_02262,OXA63580
4118,Fcan01_01514,OXA63589
4119,Fcan01_00645,OXA63595
4120,Fcan01_03398,OXA63600
4121,Fcan01_03397,OXA63603
4122,Fcan01_02445,OXA63614
4123,Fcan01_03473,OXA63622
4124,Fcan01_03478,OXA63627
4125,Fcan01_01720,OXA63631
4126,Fcan01_01799,OXA63639
4127,Fcan01_01798,OXA63640
4128,Fcan01_03212,OXA63646
4129,Fcan01_03216,OXA63650
4130,Fcan01_01100,OXA63656
4131,Fcan01_01106,OXA63658
4132,Fcan01_01104,OXA63660
4133,Fcan01_00765,OXA63670
4134,Fcan01_01973,OXA63683
4135,Fcan01_02153,OXA63699
4136,Fcan01_02157,OXA63703
4137,Fcan01_02971,OXA63714
4138,Fcan01_01898,OXA63720
4139,Fcan01_00043,OXA63741
4140,Fcan01_03286,OXA63742
4141,Fcan01_03160,OXA63747
4142,Fcan01_03161,OXA63748
4143,Fcan01_02693,OXA63755
4144,Fcan01_02697,OXA63759
4145,Fcan01_02698,OXA63764
4146,Fcan01_03293,OXA63788
4147,Fcan01_03731,OXA63801
4148,Fcan01_03730,OXA63802
4149,Fcan01_03737,OXA63803
4150,Fcan01_03734,OXA63806
4151,Fcan01_03739,OXA63807
4152,Fcan01_00274,OXA63817
4153,Fcan01_02065,OXA63822
4154,Fcan01_02066,OXA63823
4155,Fcan01_02067,OXA63824
4156,Fcan01_01607,OXA63830
4157,Fcan01_00823,OXA63839
4158,Fcan01_00821,OXA63841
4159,Fcan01_01068,OXA63845
4160,Fcan01_01390,OXA63860
4161,Fcan01_01394,OXA63864
4162,Fcan01_03501,OXA63872
4163,Fcan01_01832,OXA63881
4164,Fcan01_03989,OXA63894
4165,Fcan01_03981,OXA63896
4166,Fcan01_03983,OXA63898
4167,Fcan01_03984,OXA63899
4168,Fcan01_03328,OXA63903
4169,Fcan01_00981,OXA63914
4170,Fcan01_00985,OXA63915
4171,Fcan01_00984,OXA63916
4172,Fcan01_01688,OXA63918
4173,Fcan01_01216,OXA63921
4174,Fcan01_02837,OXA63941
4175,Fcan01_02836,OXA63942
4176,Fcan01_02835,OXA63943
4177,Fcan01_03049,OXA63946
4178,Fcan01_03044,OXA63949
4179,Fcan01_03047,OXA63950
4180,Fcan01_03040,OXA63953
4181,Fcan01_03042,OXA63955
4182,Fcan01_02799,OXA63957
4183,Fcan01_02794,OXA63960
4184,Fcan01_02793,OXA63963
4185,Fcan01_02790,OXA63964
4186,Fcan01_01406,OXA63986
4187,Fcan01_01402,OXA63990
4188,Fcan01_01400,OXA63992
4189,Fcan01_00339,OXA64002
4190,Fcan01_03587,OXA64006
4191,Fcan01_03580,OXA64007
4192,Fcan01_02188,OXA64014
4193,Fcan01_02181,OXA64021
4194,Fcan01_02238,OXA64032
4195,Fcan01_00691,OXA64041
4196,Fcan01_00693,OXA64043
4197,Fcan01_00692,OXA64044
4198,Fcan01_02418,OXA64068
4199,Fcan01_01297,OXA64070
4200,Fcan01_01290,OXA64075
4201,Fcan01_03428,OXA64080
4202,Fcan01_02711,OXA64091
4203,Fcan01_03242,OXA64102
4204,Fcan01_03240,OXA64104
4205,Fcan01_02979,OXA64131
4206,Fcan01_01904,OXA64140
4207,Fcan01_01905,OXA64141
4208,Fcan01_03674,OXA64144
4209,Fcan01_02101,OXA64159
4210,Fcan01_02924,OXA64174
4211,Fcan01_02923,OXA64179
4212,Fcan01_01368,OXA64183
4213,Fcan01_02490,OXA64191
4214,Fcan01_02371,OXA64195
4215,Fcan01_02378,OXA64202
4216,Fcan01_03959,OXA64214
4217,Fcan01_00421,OXA64219
4218,Fcan01_02510,OXA64226
4219,Fcan01_02511,OXA64227
4220,Fcan01_02513,OXA64229
4221,Fcan01_01152,OXA64239
4222,Fcan01_01154,OXA64241
4223,Fcan01_01156,OXA64243
4224,Fcan01_03748,OXA64246
4225,Fcan01_03745,OXA64255
4226,Fcan01_00201,OXA64259
4227,Fcan01_04008,OXA64266
4228,Fcan01_04004,OXA64268
4229,Fcan01_04001,OXA64273
4230,Fcan01_01984,OXA64292
4231,Fcan01_01988,OXA64294
4232,Fcan01_03850,OXA64308
4233,Fcan01_03857,OXA64311
4234,Fcan01_00502,OXA64317
4235,Fcan01_00875,OXA64320
4236,Fcan01_00877,OXA64322
4237,Fcan01_01051,OXA64333
4238,Fcan01_00014,OXA64345
4239,Fcan01_01866,OXA64351
4240,Fcan01_01862,OXA64355
4241,Fcan01_01869,OXA64356
4242,Fcan01_02662,OXA64368
4243,Fcan01_02660,OXA64370
4244,Fcan01_02661,OXA64371
4245,Fcan01_02664,OXA64374
4246,Fcan01_02665,OXA64375
4247,Fcan01_02668,OXA64376
4248,Fcan01_01242,OXA64395
4249,Fcan01_02840,OXA64400
4250,Fcan01_02598,OXA64408
4251,Fcan01_02591,OXA64411
4252,Fcan01_02592,OXA64412
4253,Fcan01_02594,OXA64414
4254,Fcan01_03074,OXA64418
4255,Fcan01_03077,OXA64421
4256,Fcan01_03070,OXA64422
4257,Fcan01_03072,OXA64424
4258,Fcan01_03079,OXA64427
4259,Fcan01_02033,OXA64431
4260,Fcan01_02032,OXA64432
4261,Fcan01_02037,OXA64435
4262,Fcan01_02038,OXA64440
4263,Fcan01_03904,OXA64453
4264,Fcan01_03907,OXA64456
4265,Fcan01_00365,OXA64463
4266,Fcan01_00361,OXA64467
4267,Fcan01_03550,OXA64474
4268,Fcan01_03556,OXA64476
4269,Fcan01_03554,OXA64478
4270,Fcan01_03559,OXA64479
4271,Fcan01_00093,OXA64483
4272,Fcan01_00092,OXA64484
4273,Fcan01_00095,OXA64489
4274,Fcan01_00094,OXA64490
4275,Fcan01_02204,OXA64493
4276,Fcan01_02207,OXA64496
4277,Fcan01_02201,OXA64498
4278,Fcan01_01572,OXA64506
4279,Fcan01_01579,OXA64509
4280,Fcan01_03377,OXA64516
4281,Fcan01_03378,OXA64523
4282,Fcan01_02428,OXA64528
4283,Fcan01_02424,OXA64530
4284,Fcan01_02420,OXA64534
4285,Fcan01_00118,OXA64538
4286,Fcan01_02744,OXA64551
4287,Fcan01_02741,OXA64554
4288,Fcan01_02743,OXA64556
4289,Fcan01_01473,OXA64568
4290,Fcan01_01470,OXA64569
4291,Fcan01_00702,OXA64578
4292,Fcan01_03541,OXA64581
4293,Fcan01_03543,OXA64582
4294,Fcan01_03621,OXA64589
4295,Fcan01_02284,OXA64593
4296,Fcan01_02285,OXA64594
4297,Fcan01_02287,OXA64596
4298,Fcan01_02280,OXA64597
4299,Fcan01_02283,OXA64600
4300,Fcan01_02919,OXA64610
4301,Fcan01_02917,OXA64614
4302,Fcan01_02912,OXA64617
4303,Fcan01_03290,OXA64619
4304,Fcan01_03297,OXA64623
4305,Fcan01_03180,OXA64625
4306,Fcan01_03181,OXA64626
4307,Fcan01_03182,OXA64627
4308,Fcan01_03458,OXA64635
4309,Fcan01_03453,OXA64642
4310,Fcan01_00193,OXA64650
4311,Fcan01_02329,OXA64655
4312,Fcan01_01871,OXA64680
4313,Fcan01_03239,OXA64682
4314,Fcan01_03236,OXA64683
4315,Fcan01_03234,OXA64684
4316,Fcan01_02546,OXA64693
4317,Fcan01_02545,OXA64694
4318,Fcan01_01163,OXA64705
4319,Fcan01_00786,OXA64711
4320,Fcan01_00789,OXA64718
4321,Fcan01_01951,OXA64724
4322,Fcan01_01957,OXA64730
4323,Fcan01_02172,OXA64738
4324,Fcan01_02173,OXA64739
4325,Fcan01_02170,OXA64740
4326,Fcan01_02994,OXA64744
4327,Fcan01_02997,OXA64747
4328,Fcan01_02992,OXA64750
4329,Fcan01_01085,OXA64773
4330,Fcan01_01089,OXA64775
4331,Fcan01_01331,OXA64779
4332,Fcan01_00063,OXA64790
4333,Fcan01_00060,OXA64791
4334,Fcan01_00061,OXA64792
4335,Fcan01_01851,OXA64804
4336,Fcan01_01853,OXA64806
4337,Fcan01_03103,OXA64812
4338,Fcan01_03923,OXA64821
4339,Fcan01_00472,OXA64827
4340,Fcan01_00475,OXA64828
4341,Fcan01_02892,OXA64852
4342,Fcan01_02895,OXA64853
4343,Fcan01_02894,OXA64854
4344,Fcan01_03713,OXA64864
4345,Fcan01_03717,OXA64867
4346,Fcan01_02048,OXA64878
4347,Fcan01_02043,OXA64881
4348,Fcan01_02040,OXA64882
4349,Fcan01_02041,OXA64883
4350,Fcan01_02047,OXA64885
4351,Fcan01_02045,OXA64887
4352,Fcan01_01662,OXA64890
4353,Fcan01_00532,OXA64903
4354,Fcan01_03694,OXA64919
4355,Fcan01_03691,OXA64924
4356,Fcan01_03525,OXA64946
4357,Fcan01_01256,OXA64966
4358,Fcan01_00966,OXA64979
4359,Fcan01_00144,OXA64989
4360,Fcan01_01793,OXA65000
4361,Fcan01_02812,OXA65007
4362,Fcan01_02818,OXA65013
4363,Fcan01_03028,OXA65015
4364,Fcan01_02775,OXA65035
4365,Fcan01_02777,OXA65037
4366,Fcan01_02770,OXA65038
4367,Fcan01_02771,OXA65039
4368,Fcan01_02772,OXA65040
4369,Fcan01_02773,OXA65041
4370,Fcan01_02778,OXA65042
4371,Fcan01_03808,OXA65045
4372,Fcan01_01421,OXA65050
4373,Fcan01_02949,OXA65057
4374,Fcan01_03612,OXA65065
4375,Fcan01_02252,OXA65070
4376,Fcan01_02250,OXA65072
4377,Fcan01_01508,OXA65087
4378,Fcan01_03386,OXA65110
4379,Fcan01_03389,OXA65115
4380,Fcan01_02476,OXA65121
4381,Fcan01_02474,OXA65123
4382,Fcan01_01839,OXA65126
4383,Fcan01_03407,OXA65131
4384,Fcan01_03406,OXA65132
4385,Fcan01_01712,OXA65144
4386,Fcan01_01719,OXA65147
4387,Fcan01_03889,OXA65162
4388,Fcan01_03264,OXA65165
4389,Fcan01_03262,OXA65171
4390,Fcan01_02578,OXA65174
4391,Fcan01_01133,OXA65179
4392,Fcan01_01132,OXA65180
4393,Fcan01_01966,OXA65201
4394,Fcan01_01969,OXA65204
4395,Fcan01_02124,OXA65208
4396,Fcan01_02126,OXA65210
4397,Fcan01_02121,OXA65211
4398,Fcan01_02940,OXA65226
4399,Fcan01_02944,OXA65230
